nameHash,idHash,plotId,fraction
3fdde94782d6d0c85198e726e205c863dcaf61aa2acdc1b6cb7d191be99223f3,be3c25de6efb1609f6d43874463208f7ea5d01b46bea8338bb82f1034e15c517,44,9/1000
7bbf7ff3fe5cf983047245229f167e62c5b0963bf94a0a3b1c41ba43e3b2f29b,e0ba0f34c503d86066029b362a372c2cda29d7a1e26a0425504a17eb1f7182b9,44,9/1000
8a278d546db6926a0ca6e1633c2926d3a48619367027a87e1278d9a1e28e463d,272b27a4bdbb45afcfcdeb929097a75d0b99c0b2112a9e3e827279b8642c526f,44,9/1000
ccf1350175c9bfe2c28d074899b9bb8e30fd86286d8880314331998735826fd5,d2bf9e9b1379acbbefdbc6af12f358d21571842e6ffbb9c85082ceecae2bcebb,44,9/1000
0c84331918f112e8083e31d54dbd8e36a41345ca069cb5b097fa8b2969950a60,b166c807953f244988c18891df78281d0feecf7d6f98a3c3dc2e41c5bfcc7f75,44,9/1000
02854801000e11a10daa50a2de2b9fae9207e52972a6386fa045f320dcef903f,31ccf6d989a91433e1d71ec49845f343a5f7fb1084db7c3fd6201fa0d490a500,44,9/1000
eb3ef2369f3a37920bc15903bed47ae230c5a8a9bdc42a4183344ed794a56f41,6d48f3e35cc6eb3f7d8f8e033073f0ed0168599e4e95b9bf793c378e0009d15e,152,11/10000
eb3ef2369f3a37920bc15903bed47ae230c5a8a9bdc42a4183344ed794a56f41,6d48f3e35cc6eb3f7d8f8e033073f0ed0168599e4e95b9bf793c378e0009d15e,44,1/250
494a7b218561f94fd245017aa54be1aafc840ca26bfc913c3cdab3989ac33db3,b7d28fec77b6ad96a7da51cf75bba51b3a4edde93c355711722a903bdb9337c2,152,11/10000
494a7b218561f94fd245017aa54be1aafc840ca26bfc913c3cdab3989ac33db3,b7d28fec77b6ad96a7da51cf75bba51b3a4edde93c355711722a903bdb9337c2,44,1/250
e30e2a2b5978b05cb2ab9e766b543c4ad61eb3b5cdd7b87db85c359852184a56,9abd5b36006c4609ec5d73ce23a2639e4da98703a4eb80a4d706a110bd4a41ed,44,9/500
1650bd8529e3941f750436c2538878ba267e733b13455a2cc22e441a90821bb3,4f8ba15a86ab0d47be9b1c6aaec8532fa721b013260c6e6c57cd5ad5b9335e0f,44,9/1000
4cf00df0772b50cc26cfefe38863aceeeb22b7bda8a31393ac530aee59b88a78,d2da339131a1498df8cbadc24cdac6177f435ddf0d5449492070bf36ac72c455,152,11/10000
4cf00df0772b50cc26cfefe38863aceeeb22b7bda8a31393ac530aee59b88a78,d2da339131a1498df8cbadc24cdac6177f435ddf0d5449492070bf36ac72c455,44,1/250
240346c854786969213373c96ad5bbb14cb91197776beb8e5904641ccf3bc718,602cd0f677547e08a6bf9bb9acaa6aea78db0c866411cd7723257d608e3ad63e,152,11/10000
240346c854786969213373c96ad5bbb14cb91197776beb8e5904641ccf3bc718,602cd0f677547e08a6bf9bb9acaa6aea78db0c866411cd7723257d608e3ad63e,44,1/250
2ede8c5d5e396cd77d82c5d91a5ea44a6b757bd694a2f894638c2acc08799ea5,dc89f5ffd1fe0baa6509b3bea6a97807e0cc12bbc1ca88973e73071ccab77927,152,11/5000
2ede8c5d5e396cd77d82c5d91a5ea44a6b757bd694a2f894638c2acc08799ea5,dc89f5ffd1fe0baa6509b3bea6a97807e0cc12bbc1ca88973e73071ccab77927,44,13/500
0168675bf29ff678c2cf4470fb534e0737a0f1ea860a46a44fb23c6c6eb21544,514e1cf33b655c0ba406fbf3bb1ca803e21f409906732bddb74b23a2f9ec9c3a,152,11/10000
0168675bf29ff678c2cf4470fb534e0737a0f1ea860a46a44fb23c6c6eb21544,514e1cf33b655c0ba406fbf3bb1ca803e21f409906732bddb74b23a2f9ec9c3a,44,1/250
3284676238422f1ab54dd955a0a520baea0174c20eba70579abe5c6b8fdc4015,f9982efc0ac7967451462b4c2e7672b4fbcbaa93cc85d959ad077eb85006c287,152,11/10000
3284676238422f1ab54dd955a0a520baea0174c20eba70579abe5c6b8fdc4015,f9982efc0ac7967451462b4c2e7672b4fbcbaa93cc85d959ad077eb85006c287,44,1/250
5d8827808ee6aec7018866903d481e8f4087e3b01171a3501ee198da77ebd4da,f3e860c84270d0225ff5bf6ecf5723aec3ce972fb565514d6ec5482dc3a8e2e4,44,9/1000
a3c9654da6feff5bd46da651cf22b009764ac52df88beb4baecac435f0c2d52f,c7fc593bb6d6a437c18c13f46adff70971d03ce924b5cc5c4e20954d5f0f7407,44,9/1000
b1ba0831086b4a7a0a4d0bc94fefbb8462f6f6ba16fc14eefc7aa4d2fe1591b2,8f8010789ed0716eeb4d9496494de649ae8c33cf3c8fb67de26457e7104b1a13,44,9/500
634b711af85a585afd93ec9016eafabf573ad05d411b9aa4e25897f1b0f96146,3d7991697867d67bcac98072932a9acec79764cfc7c922f1806ddc5f39895132,152,1/2000
634b711af85a585afd93ec9016eafabf573ad05d411b9aa4e25897f1b0f96146,3d7991697867d67bcac98072932a9acec79764cfc7c922f1806ddc5f39895132,127,37/1000
6199d3c1752df776cb0128cefb41a0347fe2a4e57ae40a9e53ebc3d596770d28,146e0c5df996e663220078ddd7214f23d2ff1176aec4b637eb62934cb7311641,152,1/2000
6199d3c1752df776cb0128cefb41a0347fe2a4e57ae40a9e53ebc3d596770d28,146e0c5df996e663220078ddd7214f23d2ff1176aec4b637eb62934cb7311641,127,37/1000
f87786f75baa2073e65e372f695e3d1ee5a318db808c5e1aeea6821a04d5b1e1,68b3e62a314b614a3bbab4e7742cedb20263afec4eaa265f8d129d0140fdd9b1,152,1/2000
f87786f75baa2073e65e372f695e3d1ee5a318db808c5e1aeea6821a04d5b1e1,68b3e62a314b614a3bbab4e7742cedb20263afec4eaa265f8d129d0140fdd9b1,127,37/1000
4e645a435b60906f12c8c65086ebfe5ee852f4fa66bb1298b221954de66e14f8,ceeaa436f06f1a1f1e79478edde6e02890ae1e942c7bb06b05bcc30a2417fc76,152,1/2000
4e645a435b60906f12c8c65086ebfe5ee852f4fa66bb1298b221954de66e14f8,ceeaa436f06f1a1f1e79478edde6e02890ae1e942c7bb06b05bcc30a2417fc76,127,37/1000
cefd1aca81d96d2c6f9eb404e33d5abed1d72ef34b8cae1bac1c29c65f0e5bbb,27feeaba51c3e84e66a7bc082f8072277ac1ccda1d46f0a26d7f98af75ce1ab0,152,1/2000
cefd1aca81d96d2c6f9eb404e33d5abed1d72ef34b8cae1bac1c29c65f0e5bbb,27feeaba51c3e84e66a7bc082f8072277ac1ccda1d46f0a26d7f98af75ce1ab0,127,37/1000
4bd38547c9cc12831b2e4fc0e258f75e989bb68044203ae582db03374d12d6f3,cc37c2cded6819c13e14287f3562a500b1167466ab7fe3e0b6b96e009097359e,152,1/2000
4bd38547c9cc12831b2e4fc0e258f75e989bb68044203ae582db03374d12d6f3,cc37c2cded6819c13e14287f3562a500b1167466ab7fe3e0b6b96e009097359e,127,37/1000
934ef4501aacbef4a8638733acb5d158a9174ed3384e25f87e5ed6980f790c2d,cd37436f5e53db794cd8648cf5e7b957219cc54ed9110039e51d110f138642c2,152,11/5000
934ef4501aacbef4a8638733acb5d158a9174ed3384e25f87e5ed6980f790c2d,cd37436f5e53db794cd8648cf5e7b957219cc54ed9110039e51d110f138642c2,44,13/500
0a524a7718bcb6cf194ff7515f11a48f03229faf2e543ec5183080432dc09980,81d0b30d874ed9c731da2c177699ca91104cb04a584f61df0f0d52d9a0614e80,44,9/250
cf19a151cbc7627e2706ec225dc6cee90b6355340a4c4e5d46959f658503f78a,50658f712330284c17016c8464bb770a6cc7f45002ed4a8540204d251a57f58b,44,39/1000
82fab5fa377346deee3c7ab92f8070c0ad091c6901f41c4b4fec0b6136104bc9,48817803520333e0a69ef25589546150103b756983020f91d505989230598587,152,1/2000
82fab5fa377346deee3c7ab92f8070c0ad091c6901f41c4b4fec0b6136104bc9,48817803520333e0a69ef25589546150103b756983020f91d505989230598587,127,37/1000
23846e1d5c9014d8ae3cde836c64a8a4d88f985eab2be177c25cd42ef2a885cc,fa03ad8879b2f856d585105895bc05ccb6db17374dcfbfb1ffd56a1992a1fed1,152,1/2000
23846e1d5c9014d8ae3cde836c64a8a4d88f985eab2be177c25cd42ef2a885cc,fa03ad8879b2f856d585105895bc05ccb6db17374dcfbfb1ffd56a1992a1fed1,127,37/1000
181b940557151042ffaaa296b895ab265feb8d77013ce35aa4ab0e040e9da1f8,b78c54b3a2bdd835954f180ae230c29a441733421f6731f5a90c75b63c96035e,152,1/2000
181b940557151042ffaaa296b895ab265feb8d77013ce35aa4ab0e040e9da1f8,b78c54b3a2bdd835954f180ae230c29a441733421f6731f5a90c75b63c96035e,127,37/1000
181b940557151042ffaaa296b895ab265feb8d77013ce35aa4ab0e040e9da1f8,a1e821442214ec7c5784351d002119ddfe308a333d0c2eb2596183717c2c2852,152,1/2000
181b940557151042ffaaa296b895ab265feb8d77013ce35aa4ab0e040e9da1f8,a1e821442214ec7c5784351d002119ddfe308a333d0c2eb2596183717c2c2852,127,37/1000
09a5de3129e9109c820633fc95d3c960a6252106ee9ca458bf12f132d96f5036,a0fed08b7e8e394218b5051b4c383854a1ffccbe7d476b7b65340797a0ea5ffb,152,1/2000
09a5de3129e9109c820633fc95d3c960a6252106ee9ca458bf12f132d96f5036,a0fed08b7e8e394218b5051b4c383854a1ffccbe7d476b7b65340797a0ea5ffb,127,37/1000
bae2692a1dab512e1e8c41d4b11000f0da147c8a852a010a6cd0de661584cc0e,87fb160ec2a1902967cf16b217bf00d9c86182b6d0d00a8adad1fea69314b51d,152,1/2000
bae2692a1dab512e1e8c41d4b11000f0da147c8a852a010a6cd0de661584cc0e,87fb160ec2a1902967cf16b217bf00d9c86182b6d0d00a8adad1fea69314b51d,127,37/1000
193a18382018f44b12e2a96a3f0770b62a4d70bca14e001cc8ce36f59db1bb27,a61d6afbaf14947d342b62fab48535c64b44618bba493040b928483ef0f22840,44,9/1000
89c21dac2d32321a7cd7e9d27de7d31e9577b2811db6476e473c6720ab1e0c31,eb468af0e70fc915d027859c3fcc3e557ff0667632946ed2667c1b5f15bcb7cd,152,11/5000
89c21dac2d32321a7cd7e9d27de7d31e9577b2811db6476e473c6720ab1e0c31,eb468af0e70fc915d027859c3fcc3e557ff0667632946ed2667c1b5f15bcb7cd,44,13/500
e4709b0b9077d3d62b4902038bebbd4bbbe98c22698e6c236f65d3c09473264f,9f415bea1d06048513a22a8acb734a719fc3ae3e3fdf628f60e8c65542fe0cdd,152,1/2000
e4709b0b9077d3d62b4902038bebbd4bbbe98c22698e6c236f65d3c09473264f,9f415bea1d06048513a22a8acb734a719fc3ae3e3fdf628f60e8c65542fe0cdd,127,37/1000
a4409486f9f4eb61008cdd125b90c5652dfec38a4b11b4dd7e1986c1ffd60f88,9d1950c1c33394d5e6d753573cf6295868a064d0b36891e686a98562be9c2e30,44,9/250
131b91625b6cdfb7d375231730c8eebad1b3b4612d33afaedd8bd08e7fd3f476,41fb7642be38bda8b2cd0aa42754d4a502e647b1d29a04212fcceb0447f5fcc9,44,9/1000
209de3dc75a4413f98ffd90bda96299a32c72300106884e3a9abf9f6a5f9d6a7,fccf5057109d7c7524281bd03f550e0bca4be4293551aded22bd1343168a2372,44,9/1000
82f2d2b4f87b91c224965fc9783b9ae290587cab534bf8e224af72a129cd5b88,0c6f235821ddccd8bb7da171dc7cd902df7c22df004f8942edeae8b8607cc43a,152,1/2000
82f2d2b4f87b91c224965fc9783b9ae290587cab534bf8e224af72a129cd5b88,0c6f235821ddccd8bb7da171dc7cd902df7c22df004f8942edeae8b8607cc43a,127,37/1000
b05eb8a388dc0eb0d2f83379eef241093213ba7cfcd31236b6c622c576b45702,0fa5fb9db79c22355e49ce52f72adcc43ccf2a6817ec0d1581382c689c1b780e,152,1/2000
b05eb8a388dc0eb0d2f83379eef241093213ba7cfcd31236b6c622c576b45702,0fa5fb9db79c22355e49ce52f72adcc43ccf2a6817ec0d1581382c689c1b780e,127,37/1000
e9e2f6306d9f853be9a9fd5a54c448f7d19c35b82571b678e024e826e50afa82,44aad502e837e7af327bba769b12e5ffe09f0cee5e246eb61d470ac57939b23c,44,9/500
c9180c8a38703564d10011636b7aaf82d6445c0e8ff8335babb570bf33dbf98c,50f6a2be88e446146419100db1c6b1dec8ad1b3a1c3b6e8659d41541658bc84b,152,1/2000
c9180c8a38703564d10011636b7aaf82d6445c0e8ff8335babb570bf33dbf98c,50f6a2be88e446146419100db1c6b1dec8ad1b3a1c3b6e8659d41541658bc84b,127,37/1000
3f6365b098e090a91564e80b316769bba588e580288ccf2bd1e9a29b14387aa3,219b3dba8dbf84b7d1d4532a13e0fdc5bc0a54ac8456b1689835612c346f7ae8,152,1/2000
3f6365b098e090a91564e80b316769bba588e580288ccf2bd1e9a29b14387aa3,219b3dba8dbf84b7d1d4532a13e0fdc5bc0a54ac8456b1689835612c346f7ae8,127,37/1000
e5abd3ba97f8b8f51a4f7d1e155d726f94cf30307f18473325af6787f5b26e29,f15e5ca2399d24b4edcd375058af056eec93ef05f6e3fe9c5414a495ba628605,44,9/1000
c976259b9974286b6b48e1d7536735e42a3d9103fcedde2f59434ffaf674a4b0,82c9dafea07ef953ccc49fdbbeb7bc46c3a93d121eb4ce712e7f2084c373c6bc,44,9/1000
6012750cd8ebc62d2891826185110812d6da63ccd0b2b592b70ca6fa89495359,46b5b23d31361e406201e3444bb40abfaa1e10550931cc0d0046759ac2744a4b,44,9/1000
da2f984f094db35d70a9d3a740e0e63b14b0185353a9e7492afdb47cdf2cf53a,b2c91759dac8fd8e9d3a833477867fd63a304f0bc3e44fc2c57d94c1c0cea4e0,152,1/2000
da2f984f094db35d70a9d3a740e0e63b14b0185353a9e7492afdb47cdf2cf53a,b2c91759dac8fd8e9d3a833477867fd63a304f0bc3e44fc2c57d94c1c0cea4e0,127,37/1000
dad73cf12953974f5a743d20878899edab6251bdb4e8421056b5c9c12f71b757,e524109fbc9c7e3c41a8f7231a9bd92f99e6791395d0e820fdd81da8b74dcfdf,152,1/2000
dad73cf12953974f5a743d20878899edab6251bdb4e8421056b5c9c12f71b757,e524109fbc9c7e3c41a8f7231a9bd92f99e6791395d0e820fdd81da8b74dcfdf,127,37/1000
2489d6fc3f12c7566eb1cafb7d85ae5a5d5a5e36e78517a6ac2294ff6c3f16b0,d654e8f33726b87c013c3b5b15ac078af1ce92512ca4b14e27083246198e8768,152,1/2000
2489d6fc3f12c7566eb1cafb7d85ae5a5d5a5e36e78517a6ac2294ff6c3f16b0,d654e8f33726b87c013c3b5b15ac078af1ce92512ca4b14e27083246198e8768,127,37/1000
7d0899d1f56b15075647a8fec2e12ef3bbb33f6c30e211e5f74342edda5aaa37,2eb0e98a71a064f51172ecb01164cec3d8a1b7c81d42fbb808ca21347c16245b,152,1/2000
7d0899d1f56b15075647a8fec2e12ef3bbb33f6c30e211e5f74342edda5aaa37,2eb0e98a71a064f51172ecb01164cec3d8a1b7c81d42fbb808ca21347c16245b,127,37/1000
aa08901b0a29d1d67cf594d1842ba6c194be4b0ad9da85bc14620016e5220424,df7da5b699d9e44dc908601bbb5fdf17eb0374d8a8cae9d4c7b41b69304a02aa,152,1/2000
aa08901b0a29d1d67cf594d1842ba6c194be4b0ad9da85bc14620016e5220424,df7da5b699d9e44dc908601bbb5fdf17eb0374d8a8cae9d4c7b41b69304a02aa,127,37/1000
71e2d61e6d9ea79557081bee74e466fea8297c4fda1341ff2313266eb0a3546b,6cdfcef5d22449d36c1b8341e66783dd051f136ddb4eb0198c3f3324d0b216a4,152,1/2000
71e2d61e6d9ea79557081bee74e466fea8297c4fda1341ff2313266eb0a3546b,6cdfcef5d22449d36c1b8341e66783dd051f136ddb4eb0198c3f3324d0b216a4,127,37/1000
c6e6351068850d883e13d1da1e137737cc09caa4577d773bf32c6415fbb29e0c,3f6c4fba1cfeb2a123d15f4c4af6e630530746244486b70135676eee33b01e32,44,9/500
469702acbff049ce18a2fdb2f0c365d75138055052ccf2aa19106f35cee0879a,9db2c5ce5e798862315b7aa3f77c44a0589da1f5765004a630d4ecb25bda5546,44,9/1000
796fe015e1e4e2f725d89ebc783b34e000394db4e03216144887cc99a7bfe5af,1d4a9bb9784c41322e7132404a0e34809c3972c7724789cd0b234c49603a8376,152,11/5000
796fe015e1e4e2f725d89ebc783b34e000394db4e03216144887cc99a7bfe5af,1d4a9bb9784c41322e7132404a0e34809c3972c7724789cd0b234c49603a8376,44,13/500
5c34ce7ffa4a0d9620b9066465022349fe6d1d948fa13d822b7ea9a42d1d11d0,feeb6212953b140155e334e50ae1c026aa66c4d57f59affcf7ca23763ccca13c,152,1/2000
5c34ce7ffa4a0d9620b9066465022349fe6d1d948fa13d822b7ea9a42d1d11d0,feeb6212953b140155e334e50ae1c026aa66c4d57f59affcf7ca23763ccca13c,127,37/1000
6f03619867e96cc2e6742582a4bbe52474451ee969b9e3acc99fdc37182bebf9,6612b795351e498e4c544955bf7eca7943baf755941d1fc9c2748febd935a38c,152,1/2000
6f03619867e96cc2e6742582a4bbe52474451ee969b9e3acc99fdc37182bebf9,6612b795351e498e4c544955bf7eca7943baf755941d1fc9c2748febd935a38c,127,37/1000
c917b193c2d9445e2f157af594dde9644b87461ea5e1360f78f58f4d38967379,c514af60c8016453c2747b21cb67ca98fe0916026ef44c2efe5826e210b5726b,152,1/2000
c917b193c2d9445e2f157af594dde9644b87461ea5e1360f78f58f4d38967379,c514af60c8016453c2747b21cb67ca98fe0916026ef44c2efe5826e210b5726b,127,37/1000
a7da98c609568308d47a40cd1bdcea27d39a4c1dbb4f54f672226e18683fa9cc,a6178d35f6d9b7dcbc92d833e7dbccbd7b648909c15477444dac00db96961461,152,1/2000
a7da98c609568308d47a40cd1bdcea27d39a4c1dbb4f54f672226e18683fa9cc,a6178d35f6d9b7dcbc92d833e7dbccbd7b648909c15477444dac00db96961461,127,37/1000
7c10313280591b77ffaba3ce338cf79df334c36589ba962c1985f1eaf638f1cd,c9a72b4417c9f0cc0bf2143aa3abc031b652825bad7fc731a21127f938aab01c,44,9/1000
dcb8ca35657406427ef3fde18ea7e57d7d18303b51fa52b925b9b4770e289b3e,1fe535ddf690ebdc8d396959a04183b5803e6642a6ffd4985975353fb951a648,44,9/1000
3bde2d9b3d4f053837f7e5a8b7f8bd7e076dd5182844f5d4f02604b04a0dbe32,420abb6000d48c0bdfe5d266a5d87c78a0d1fa12d0c272998db80d1532f64400,44,9/1000
dbf6a4ac3e88043ff93c817dfb4a79feb38c73409784c96e8679e7ad0e6ebcd0,9d77cdaec6073de92403eb4be12d096319b4071ac6ff782f02a96fd901aef6d9,44,9/1000
723c0e6a5970ac996747a7571466cff2f936b9bded64b3c0646df7e3c356271b,c2a98c9c160376afe148cdd247b69c1fbc95a4278591ebf4719c99c0f19b962d,44,9/1000
00922052f62c2bed5d9628d6f15a1c7da3581a1e4bee410b1b231abf33c4a461,3effd7c1c6b86f9e4cba3744c2f8f6daf6a09fd742a9d0d6e253d0645bcde380,152,269/5000
00922052f62c2bed5d9628d6f15a1c7da3581a1e4bee410b1b231abf33c4a461,3effd7c1c6b86f9e4cba3744c2f8f6daf6a09fd742a9d0d6e253d0645bcde380,151,119/200
da906e700fefc79a20d338f3d5b93f766b1c940fc13911a8f4997fb32a84ceff,00dc70d6119fd77e761f56bac9fd91de2d61198693ac036aa891a1200cd703e6,152,3/10000
da906e700fefc79a20d338f3d5b93f766b1c940fc13911a8f4997fb32a84ceff,00dc70d6119fd77e761f56bac9fd91de2d61198693ac036aa891a1200cd703e6,123,8/625
c61f40d42d6cc16ff24a8e438f8befc2de40c1bf524f2843c086343f581d0119,c9a6b673d47cb602d25e1f8364a10d33a2e112ab96156b45ddb7415236d650f1,152,3/10000
c61f40d42d6cc16ff24a8e438f8befc2de40c1bf524f2843c086343f581d0119,c9a6b673d47cb602d25e1f8364a10d33a2e112ab96156b45ddb7415236d650f1,123,8/625
8d17edb398c32e76d8f8eea21ccaa40964ca2883342d927f4cc1fc0f05029702,dc5ea1c90a73edcade094e295f8a7243ba84e74f6ec8c37ecd0e2cd6b33a8e86,152,3/10000
8d17edb398c32e76d8f8eea21ccaa40964ca2883342d927f4cc1fc0f05029702,dc5ea1c90a73edcade094e295f8a7243ba84e74f6ec8c37ecd0e2cd6b33a8e86,123,8/625
eb0d8a8c05a65b874a4f2b4b04028228df6b7368cea09e8fc727762cfa4c05b5,8ab846984ff40875dc407bcb5c0db5c9e31602a731ca241d8eb9321db5d9a937,152,1/1000
eb0d8a8c05a65b874a4f2b4b04028228df6b7368cea09e8fc727762cfa4c05b5,8ab846984ff40875dc407bcb5c0db5c9e31602a731ca241d8eb9321db5d9a937,123,71/2000
da5fd5e3772db943ff438501770a7573d6b76e63e4a22e0e95d36a7702d04f4b,7af20007bf4aae0574bbb749f7f44cad10600386c317e3ccf5619651fd54c0f5,152,1/1000
da5fd5e3772db943ff438501770a7573d6b76e63e4a22e0e95d36a7702d04f4b,7af20007bf4aae0574bbb749f7f44cad10600386c317e3ccf5619651fd54c0f5,123,71/2000
f9830e338f3b6ec0a36a1f8db3acdb7cc2a9679cc1e03e20b188873380d60e19,23853f3d7a9e02e9985cd2dd2779b2640e31e3244fa7462f7d62eb38270a2ce6,152,1/2000
f9830e338f3b6ec0a36a1f8db3acdb7cc2a9679cc1e03e20b188873380d60e19,23853f3d7a9e02e9985cd2dd2779b2640e31e3244fa7462f7d62eb38270a2ce6,123,89/5000
82fb0bba180013b640b7cf2a88a7f53ea622c05aee56c0081533647c2bb6f0d3,a8e6263d59b527bec26e51bf7037de5495780e1cc3156fd66a5461b3a6b815b8,152,1/2000
82fb0bba180013b640b7cf2a88a7f53ea622c05aee56c0081533647c2bb6f0d3,a8e6263d59b527bec26e51bf7037de5495780e1cc3156fd66a5461b3a6b815b8,123,89/5000
14808e0a376d76242bcb2635634d53139d910fc502d90b87e4a1b49207bc08bd,980a0510a3c46d094e5116d6f6829806b9633d7969241c6fd073bcd080f41012,152,13/10000
14808e0a376d76242bcb2635634d53139d910fc502d90b87e4a1b49207bc08bd,980a0510a3c46d094e5116d6f6829806b9633d7969241c6fd073bcd080f41012,123,119/2500
d2648b093d813ddd41c4f982e03fa35dac65fa48b77e045f14ebf78237864f78,9eff4c53491d6bc0557aae89e7e369ce456d0d8c3dd3df629aefa9bc4189b2e7,152,7/10000
d2648b093d813ddd41c4f982e03fa35dac65fa48b77e045f14ebf78237864f78,9eff4c53491d6bc0557aae89e7e369ce456d0d8c3dd3df629aefa9bc4189b2e7,123,267/10000
6e668894fe59f2b2ab7da4ee8ccaac57832806ed85c56f354f1eabcd2f374fb0,74ca7d7776979070716003efa2cb0c221822fed8cb69f715f31d634099353bfa,152,7/10000
6e668894fe59f2b2ab7da4ee8ccaac57832806ed85c56f354f1eabcd2f374fb0,74ca7d7776979070716003efa2cb0c221822fed8cb69f715f31d634099353bfa,123,267/10000
da8d68b0c11f9f249417282fba285cc472c2fcc4f5005a423399d2843fa5fdfa,915788122f0fbce999d8eee246819b86062a1306ce02418a173a78bec86ab2ac,152,13/10000
da8d68b0c11f9f249417282fba285cc472c2fcc4f5005a423399d2843fa5fdfa,915788122f0fbce999d8eee246819b86062a1306ce02418a173a78bec86ab2ac,123,19/400
7b6d5024e2e53c6585f546b669dab8c0b7290b090d16c7a790ae4111eac9ae47,478ed0c464dc54fc4fd7f8a164ea98208ec9b388dd2c56c6bc9f4ae72aa8a5a5,152,7/5000
7b6d5024e2e53c6585f546b669dab8c0b7290b090d16c7a790ae4111eac9ae47,478ed0c464dc54fc4fd7f8a164ea98208ec9b388dd2c56c6bc9f4ae72aa8a5a5,123,101/2000
7835ffd46eac2b429a20a197171e2d8452c7a95493a8f9f0b501b50bbf52cae5,c4942f786dfe87e921e867ca85326bc45383e31f90e91e271f0cd81bef525f0e,152,7/10000
